speed,engine_rpm,fuel_rate,idle_time,load_weight,acceleration,anomaly
22.483570765056164,1733.5083228499914,9.276577326367828,124.223212367755,7.146446888836132,0.4716668863122788,1
19.308678494144075,1334.64428510144,12.418844967661494,10.369886428163332,8.974534539261594,-0.5384375777691206,1
23.23844269050346,1254.5403349733078,13.759183399735068,10.478948201347498,6.979217917164568,1.094659405551293,1
27.61514928204013,1498.9876627767144,20.66306297202057,13.134142678783686,10.143475959354047,-1.3965025674486622,1
18.82923312638332,1448.9446132425214,16.669659373601274,24.944296096347564,8.30741146041854,0.0645464599819221,1
18.8293152152541,1364.0315852018175,10.993555292700323,8.723516112263038,5.517886620130748,1.0302868665183842,1
27.896064077536955,1708.9162342370146,16.45810886825291,74.05562750152033,13.765437365124711,-3.0979541625609155,1
23.837173645764544,1786.5915625711532,10.358088033184902,9.264538690734328,8.506982429712881,3.182446960995305,1
17.65262807032524,1526.5220658875542,18.24807316166122,67.84782407180005,6.195589585074062,-0.4247278273198135,1
22.712800217929825,1943.2590243165787,13.586626044546364,3.276875132822932,9.495222596537376,-3.03755987051426,1
17.682911535937688,1157.4932657599484,14.719091433782488,32.06252171157353,10.205114697902976,0.237140847865179,1
17.671351232148716,1441.902162216085,18.97738994262657,71.25000246700516,4.760599823262899,0.0501652019597264,1
21.20981135783017,1284.9533038191585,11.13850929424725,5.544720342034468,10.994943001377289,-0.1228415693587395,1
10.43359877671101,940.039014878082,10.808645444661028,103.56868308828784,6.858527293929207,1.4867866693899994,-1
11.375410837434837,1475.1957942471902,13.249202020961985,18.092797926579955,15.133086427572362,1.121167457140584,1
17.188562353795135,1463.4757474850148,18.11513655305795,87.40527992773262,11.571881536230205,0.4468142865357677,1
14.93584439832788,1954.0349229726396,10.441961773569473,33.88637911321068,8.80030002967205,0.6752334509199714,1
21.571236662976368,1689.2435053664333,6.503533205668294,10.768334230135975,7.764496689047949,-0.1565376741571298,1
15.459879622393943,1192.7439527012384,13.646523424773005,6.258827276187804,9.685096877309128,2.6632362738600723,1
12.938481493323543,2056.2277699002566,16.65522239973276,10.86075031131514,11.838372224749868,-2.21879402753665,1
27.32824384460777,1866.310108657606,18.60078524921649,2.928960701613875,9.9235176142444,0.2094775113238448,1
18.871118497567323,1674.6293110405848,13.610515913743804,4.659920094267116,9.34852357858943,0.0975369467831701,1
20.33764102343962,1432.0547703450504,13.765720178651993,3.316567091967891,10.175110872453686,1.2199206090968897,1
12.876259068932717,1212.168228982956,18.46170220276724,16.494455183753736,8.188423206289135,-1.265780816137349,1
